domain,status,bin_price_enabled,bin_price,bin_currency,min_price_enabled,min_price,min_currency
"partywallsurveylondon.com","onSaleStopped","null","","","null","",""
"passiflorale.com","verifying","null","","","null","",""
"pensioenregeling.com","onSaleStopped","null","","","null","",""
"pensioenstelsel.com","onSaleStopped","null","","","null","",""
"persona-platform.com","onSaleStopped","null","","","null","",""
"personal-loan-calculator.com","onSaleStopped","null","","","null","",""
"personaliseddolls.com","onSaleStopped","false","","","true","",""
"persoonlijkeleningen.com","onSaleStopped","null","","","null","",""
"pet-blanket.com","onSaleStopped","null","","","null","",""
"pet-luxuries.com","onSaleStopped","null","","","null","",""
"petscollar.com","onSaleStopped","null","","","null","",""
"piano-center.com","onSaleStopped","null","","","null","",""
"piano-centre.com","onSaleStopped","null","","","null","",""
"pickleball-coaching.com","onSaleStopped","null","","","null","",""
"pickleball-net.com","onSaleStopped","null","","","null","",""
"pilesplicers.com","onSaleStopped","null","","","null","",""
"pipespools.com","onSaleStopped","null","","","null","",""
"pitforex.com","onSaleStopped","null","","","null","",""
"pivl.com","onSaleStopped","null","","","null","",""
"pjvd.com","onSaleStopped","null","","","null","",""
"plantarproblems.com","onSaleStopped","null","","","null","",""
"plantsandflorals.com","onSaleStopped","null","","","null","",""
"plaquefreedental.com","onSaleStopped","null","","","null","",""
"plaquistes.com","onSaleStopped","null","","","null","",""
"plasmasnijden.com","onSaleStopped","null","","","null","",""
"plastic-packaging.com","onSaleStopped","null","","","null","",""
"plasticducks.com","onSaleStopped","null","","","null","",""
"plasticstep.com","onSaleStopped","null","","","null","",""
"plumbersjobs.com","onSaleStopped","null","","","null","",""
"pocketvaginas.com","onSaleStopped","null","","","null","",""
"portablejuicers.com","onSaleStopped","null","","","null","",""
"powerdryer.com","verifying","null","","","null","",""
"pozdrowienia.com","onSaleStopped","null","","","null","",""
"premium-teas.com","onSaleStopped","null","","","null","",""
"presentada.com","onSaleStopped","null","","","null","",""
"presole.com","onSaleStopped","null","","","null","",""
"primus-capital.com","onSaleStopped","null","","","null","",""
"project-capital.com","onSaleStopped","null","","","null","",""
"projetistas.com","onSaleStopped","null","","","null","",""
"promotionalfootballs.com","onSaleStopped","null","","","null","",""
"promowork.com","onSaleStopped","null","","","null","",""
"protectyourbike.com","onSaleStopped","null","","","null","",""
"pruningbot.com","onSaleStopped","null","","","null","",""
"purchasefootballticket.com","onSaleStopped","null","","","null","",""
"pure-north.com","onSaleStopped","null","","","null","",""
"push-group.com","onSaleStopped","null","","","null","",""
"puzzlegenerators.com","verifying","null","","","null","",""
"pvc-windows.com","onSaleStopped","null","","","null","",""
"qualityfastener.com","onSaleStopped","null","","","null","",""
"quartz-surface.com","onSaleStopped","false","","","true","",""
"racketstrings.com","onSaleStopped","null","","","null","",""
"rampljus.com","onSaleStopped","null","","","null","",""
"rapid-site.com","onSaleStopped","null","","","null","",""
"reanimatica.com","onSaleStopped","null","","","null","",""
"reasoning-agent.com","onSaleStopped","null","","","null","",""
"reasoning-agents.com","onSaleStopped","null","","","null","",""
"reclinerseat.com","onSaleStopped","null","","","null","",""
"redundancypayment.com","onSaleStopped","null","","","null","",""
"refueller.com","onSaleStopped","null","","","null","",""
"refuellers.com","onSaleStopped","null","","","null","",""
"regelmatig.com","onSaleStopped","null","","","null","",""
"reisvilla.com","onSaleStopped","null","","","null","",""
"relojistas.com","verifying","null","","","null","",""
"repartiteur.com","onSaleStopped","null","","","null","",""
"replicaself.com","onSaleStopped","false","","","true","",""
"replicayou.com","onSaleStopped","null","","","null","",""
"reserveringen.com","onSaleStopped","null","","","null","",""
"residentialdamage.com","onSaleStopped","null","","","null","",""
"residentialretirementhomes.com","onSaleStopped","null","","","null","",""
"residenzhotel.com","onSaleStopped","null","","","null","",""
"resinbounddrives.com","onSaleStopped","null","","","null","",""
"retail-displays.com","onSaleStopped","null","","","null","",""
"retirementparkhome.com","onSaleStopped","null","","","null","",""
"ricemills.com","onSaleStopped","null","","","null","",""
"rigidcontainers.com","onSaleStopped","null","","","null","",""
"rijswijck.com","onSaleStopped","null","","","null","",""
"roast-coffee-beans.com","onSaleStopped","null","","","null","",""
"roast-coffee.com","onSaleStopped","null","","","null","",""
"roasted-coffee-beans.com","onSaleStopped","null","","","null","",""
"robot-eye-surgery.com","onSaleStopped","null","","","null","",""
"robot-hands.com","onSale","false","2500","USD","true","10000","USD"
"roboteyesurgery.com","onSaleStopped","null","","","null","",""
"robotic-hand.com","onSale","false","2500","USD","true","10000","USD"
"robotic-hands.com","onSale","false","2500","USD","true","10000","USD"
"robotpalletizers.com","onSale","false","","","true","10000","USD"
"rubbergrassmats.com","onSaleStopped","null","","","null","",""
"rubbish-clearance.com","onSaleStopped","null","","","null","",""
"running-belt.com","onSaleStopped","null","","","null","",""
"runningboots.com","onSaleStopped","null","","","null","",""
"ruql.com","onSaleStopped","false","","","true","",""
"sabinanigo.com","onSaleStopped","null","","","null","",""
"saccuir.com","onSaleStopped","null","","","null","",""
"sailinginfo.com","onSaleStopped","null","","","null","",""
"salt-spreaders.com","onSaleStopped","null","","","null","",""
"sanitizor.com","onSaleStopped","null","","","null","",""
"sanquirino.com","onSaleStopped","null","","","null","",""
"saunalamp.com","onSaleStopped","null","","","null","",""
"scaffoldingforhire.com","onSaleStopped","null","","","null","",""
"scaffoldinginsurance.com","onSaleStopped","null","","","null","",""
"schoolingloan.com","onSaleStopped","null","","","null","",""
"secondhandvansforsale.com","onSaleStopped","null","","","null","",""
"secretpresents.com","onSaleStopped","null","","","null","",""
"seed-sheets.com","onSaleStopped","null","","","null","",""
"selfemployedloan.com","onSaleStopped","null","","","null","",""
"seniorenwoningen.com","onSaleStopped","null","","","null","",""
"seqd.com","onSaleStopped","false","","","true","",""
"servercooling.com","onSaleStopped","null","","","null","",""
"sharedbestpractice.com","onSaleStopped","null","","","null","",""
"sharedbestpractise.com","onSaleStopped","null","","","null","",""
"sheetmaterial.com","onSaleStopped","null","","","null","",""
"shippingstorage.com","onSaleStopped","null","","","null","",""
"showerdesigns.com","onSaleStopped","null","","","null","",""
"shrink-sleeve.com","onSaleStopped","null","","","null","",""
"silikate.com","onSaleStopped","null","","","null","",""
"sim-hire.com","onSaleStopped","null","","","null","",""
"siteprogressor.com","onSaleStopped","null","","","null","",""
"skatingdeals.com","onSaleStopped","null","","","null","",""
"skiprental.com","onSaleStopped","null","","","null","",""
"slevio.com","onSaleStopped","null","","","null","",""
"slidingfoldingdoor.com","onSaleStopped","null","","","null","",""
"smallmicrowaves.com","onSaleStopped","null","","","null","",""
"smartheatingcontrols.com","onSaleStopped","null","","","null","",""
"snorkellingmasks.com","onSaleStopped","null","","","null","",""
"sognovacanza.com","onSaleStopped","null","","","null","",""
"soilexcavation.com","onSaleStopped","null","","","null","",""
"solar-chargers.com","onSaleStopped","null","","","null","",""
"solar-maintenance.com","onSaleStopped","null","","","null","",""
"solar-outdoor-lights.com","onSaleStopped","null","","","null","",""
"solar-water-heaters.com","onSaleStopped","null","","","null","",""
"solderen.com","onSaleStopped","null","","","null","",""
"solidwallinsulation.com","onSaleStopped","null","","","null","",""
"solorpanels.com","onSaleStopped","null","","","null","",""
"sophiasbox.com","verifying","null","","","null","",""
"southernprints.co.uk","onSaleStopped","null","","","null","",""
"speelhuisjes.com","onSaleStopped","null","","","null","",""
"sportswearinc.com","onSaleStopped","null","","","null","",""
"stable-doors.com","onSaleStopped","null","","","null","",""
"stablecoin.biz","verifying","null","","","null","",""
"staff-audit.com","onSaleStopped","null","","","null","",""
"staff-audits.com","onSaleStopped","null","","","null","",""
"staffauditing.com","onSaleStopped","null","","","null","",""
"standing-desks.com","onSaleStopped","null","","","null","",""
"starterbattery.com","onSaleStopped","null","","","null","",""
"staycationretreats.com","onSaleStopped","null","","","null","",""
"stekkerblok.com","onSaleStopped","null","","","null","",""
"stocks-analyst.com","onSaleStopped","null","","","null","",""
"strukturiert.com","onSaleStopped","null","","","null","",""
"studentloandebtsettlement.co","verifying","null","","","null","",""
"supercarlease.com","onSaleStopped","null","","","null","",""
"superyachtinteriordesign.com","onSaleStopped","null","","","null","",""
"surgerylight.com","onSaleStopped","null","","","null","",""
"swisswealthm.com","onSaleStopped","null","","","null","",""
"sydneyautorentals.com","onSaleStopped","null","","","null","",""
"syndicatedloandirect.com","onSaleStopped","null","","","null","",""
"syntheticfiberropes.com","onSaleStopped","null","","","null","",""
"tail-lift.com","onSaleStopped","null","","","null","",""
"tankerloading.com","onSaleStopped","null","","","null","",""
"task-audits.com","onSaleStopped","null","","","null","",""
"taskaudits.com","onSaleStopped","null","","","null","",""
"taxistuttgart.org","onSaleStopped","null","","","null","",""
"teahampers.com","onSaleStopped","null","","","null","",""
"team-audits.com","onSaleStopped","null","","","null","",""
"teamauditing.com","onSaleStopped","null","","","null","",""
"teamaudits.com","onSaleStopped","null","","","null","",""
"tegelwerk.com","onSaleStopped","null","","","null","",""
"teknolojisa.com","onSaleStopped","null","","","null","",""
"teleprojector.com","onSaleStopped","null","","","null","",""
"tenant-insurance.com","onSaleStopped","null","","","null","",""
"tensile-testing.com","onSaleStopped","false","","","true","",""
"terj.com","onSaleStopped","false","","","true","",""
"terracepaint.com","onSaleStopped","null","","","null","",""
"thecentralbanker.com","onSaleStopped","null","","","null","",""
"thoroughcleaners.com","onSaleStopped","null","","","null","",""
"thrive-creative.com","onSaleStopped","null","","","null","",""
"ticketsconcertssports.com","onSaleStopped","null","","","null","",""
"tile-cutter.com","onSaleStopped","null","","","null","",""
"tile-cutters.com","onSaleStopped","null","","","null","",""
"tile-trims.com","onSaleStopped","null","","","null","",""
"tiletrimmer.com","onSaleStopped","null","","","null","",""
"tiletrimmers.com","onSaleStopped","null","","","null","",""
"tiling-calculator.com","onSaleStopped","null","","","null","",""
"tiling-calculators.com","onSaleStopped","null","","","null","",""
"tilingcalculators.com","onSaleStopped","null","","","null","",""
"tilingtrimmer.com","onSaleStopped","null","","","null","",""
"tilingtrimmers.com","onSaleStopped","null","","","null","",""
"timeinvested.com","onSaleStopped","null","","","null","",""
"tischrechner.com","onSaleStopped","null","","","null","",""
"todo-agent.com","onSaleStopped","null","","","null","",""
"tolet.biz","onSaleStopped","null","","","null","",""
"tourercaravans.com","onSaleStopped","null","","","null","",""
"traction-boards.com","onSaleStopped","null","","","null","",""
"tradecalculators.com","onSaleStopped","null","","","null","",""
"tradefuturesonline.com","onSaleStopped","null","","","null","",""
"tradenonline.com","onSaleStopped","null","","","null","",""
"traderboltai.com","onSaleStopped","null","","","null","",""
"travel-backpacks.com","onSaleStopped","null","","","null","",""
"travel-packs.com","onSaleStopped","null","","","null","",""
"treadmill-sale.com","onSaleStopped","null","","","null","",""
"treadmill-sales.com","onSaleStopped","null","","","null","",""
"turbine-maintenance.com","onSaleStopped","null","","","null","",""
"turbinelease.com","onSaleStopped","null","","","null","",""
"turf-mesh.com","onSaleStopped","null","","","null","",""
"turrettrucks.com","onSaleStopped","null","","","null","",""
"ugg2.com","onSaleStopped","null","","","null","",""
"ujei.com","verifying","null","","","null","",""
"ujoi.com","verifying","null","","","null","",""
"ukairtaxis.com","onSaleStopped","null","","","null","",""
"ukdigitalmarketingagency.com","onSaleStopped","null","","","null","",""
"umeg.com","onSaleStopped","null","","","null","",""
"umstrukturierung.com","onSaleStopped","null","","","null","",""
"underfloorheatingkits.com","onSaleStopped","null","","","null","",""
"underwaternavigation.com","onSaleStopped","null","","","null","",""
"universityleeds.com","onSaleStopped","null","","","null","",""
"unroasted-coffee-beans.com","onSaleStopped","null","","","null","",""
"unroasted-coffee.com","onSaleStopped","null","","","null","",""
"uqia.com","verifying","null","","","null","",""
"urgestalt.com","onSaleStopped","null","","","null","",""
"urlaubhaus.com","onSaleStopped","null","","","null","",""
"usb-microphones.com","onSaleStopped","null","","","null","",""
"usedcommercialsforsale.com","onSaleStopped","null","","","null","",""
"usedcommercialvehiclecentre.com","onSaleStopped","null","","","null","",""
"usedrefrigeratedvans.com","onSaleStopped","null","","","null","",""
"usedvanfinance.com","onSaleStopped","null","","","null","",""
"uslongbond.com","onSaleStopped","null","","","null","",""
"uurtjes.com","onSaleStopped","null","","","null","",""
"uwio.com","verifying","null","","","null","",""
"vaartuig.com","onSaleStopped","null","","","null","",""
"vacanzaperfetta.com","onSaleStopped","null","","","null","",""
"valuechainoptimization.com","onSaleStopped","null","","","null","",""
"van-leasing.com","onSaleStopped","null","","","null","",""
"vantaxis.com","onSaleStopped","null","","","null","",""
"vantradecenter.com","onSaleStopped","null","","","null","",""
"vantradecentre.com","onSaleStopped","null","","","null","",""
"vantyres.com","onSaleStopped","null","","","null","",""
"vectorstorage.com","onSaleStopped","null","","","null","",""
"vegan-skincare.com","onSaleStopped","null","","","null","",""
"vehicle-hire.com","onSaleStopped","null","","","null","",""
"vehiclefleetinsurance.com","onSaleStopped","null","","","null","",""
"vehiclerepaircentre.com","onSaleStopped","null","","","null","",""
"vehicletohire.com","onSaleStopped","null","","","null","",""
"vehicleturntables.com","onSaleStopped","null","","","null","",""
"veilig-beleggen.com","onSaleStopped","null","","","null","",""
"veiliggeldinvesteren.com","onSaleStopped","null","","","null","",""
"velcroseatcovers.com","onSaleStopped","null","","","null","",""
"ventilateurs.com","onSaleStopped","null","","","null","",""
"verschuldet.com","onSaleStopped","null","","","null","",""
"vessellease.com","onSaleStopped","null","","","null","",""
"vetcollege.org","onSaleStopped","null","","","null","",""
"vetcolleges.org","onSaleStopped","null","","","null","",""
"veterinarycolleges.org","onSaleStopped","null","","","null","",""
"veterinaryimagingcenter.com","onSaleStopped","null","","","null","",""
"vetfoods.com","onSaleStopped","null","","","null","",""
"vetsait.com","onSaleStopped","null","","","null","",""
"vetschools.org","onSaleStopped","null","","","null","",""
"vetsdental.com","onSaleStopped","null","","","null","",""
"vibration-plates.com","onSaleStopped","null","","","null","",""
"vidaartificial.com","onSaleStopped","null","","","null","",""
"villaitalie.com","onSaleStopped","null","","","null","",""
"vinrose.com","onSaleStopped","null","","","null","",""
"vinyl-floors.com","onSaleStopped","null","","","null","",""
"violin-bow.com","onSaleStopped","null","","","null","",""
"viuty.shop","onSaleStopped","null","","","null","",""
"vivirmoderno.com","onSaleStopped","null","","","null","",""
"voicecontrol.io","onSaleStopped","null","","","null","",""
"vonc.com","onSaleStopped","null","","","null","",""
"voucherscodes.com","onSaleStopped","null","","","null","",""
"vouchersstore.com","onSaleStopped","null","","","null","",""
"vulz.com","onSaleStopped","null","","","null","",""
"vulz.net","onSaleStopped","null","","","null","",""
"vw-transporters.com","onSaleStopped","null","","","null","",""
"vzdq.com","onSaleStopped","null","","","null","",""
"waderboots.com","onSaleStopped","null","","","null","",""
"water-flossers.com","onSaleStopped","null","","","null","",""
"water-truck.com","onSaleStopped","null","","","null","",""
"wave-length.com","onSaleStopped","null","","","null","",""
"wayfaringlondoner.com","onSaleStopped","null","","","null","",""
"wealth-fund.com","onSaleStopped","null","","","null","",""
"webcamlights.com","onSaleStopped","null","","","null","",""
"websydesigns.com","onSaleStopped","null","","","null","",""
"webuyanycarandvan.com","onSaleStopped","false","","","true","",""
"webuycommercialvehicles.com","onSaleStopped","null","","","null","",""
"wechselgeld.com","onSaleStopped","null","","","null","",""
"wechsle.com","onSaleStopped","null","","","null","",""
"weight-benches.com","onSaleStopped","null","","","null","",""
"weldplastic.com","onSaleStopped","null","","","null","",""
"werkruimte.com","onSaleStopped","null","","","null","",""
"westzaan.com","onSaleStopped","null","","","null","",""
"wha888.com","onSaleStopped","null","","","null","",""
"wheelie-bin.com","onSaleStopped","null","","","null","",""
"wheelie-bins.com","onSaleStopped","null","","","null","",""
"wheely-bin.com","onSaleStopped","null","","","null","",""
"whichagents.com","onSaleStopped","null","","","null","",""
"whichlaptops.com","onSaleStopped","null","","","null","",""
"wijzigen.com","onSaleStopped","null","","","null","",""
"wildsteig.com","onSaleStopped","null","","","null","",""
"wineglassracks.com","onSaleStopped","null","","","null","",""
"wireless-mic.com","onSaleStopped","null","","","null","",""
"wireless-mics.com","onSaleStopped","null","","","null","",""
"wirtschaftslehre.com","verifying","null","","","null","",""
"wlmu.com","onSaleStopped","null","","","null","",""
"womandaybook.com","onSaleStopped","null","","","null","",""
"woodflooradhesive.com","onSaleStopped","null","","","null","",""
"workerbeans.com","onSaleStopped","null","","","null","",""
"worldfauna.com","onSaleStopped","null","","","null","",""
"worldofgym.com","onSaleStopped","null","","","null","",""
"wzorki.com","onSaleStopped","null","","","null","",""
"xhii.com","onSaleStopped","null","","","null","",""
"xraylease.com","onSaleStopped","null","","","null","",""
"yachtingropes.com","onSaleStopped","null","","","null","",""
"zavarovalnica.com","onSaleStopped","null","","","null","",""
"zdec.com","onSaleStopped","null","","","null","",""
"zeichenkohle.com","onSaleStopped","null","","","null","",""
"zeichenstift.com","onSaleStopped","null","","","null","",""
"ziqt.com","onSaleStopped","null","","","null","",""
