domain,price,currency,status,price_source
financial-adviser.uk,10000,USD-assumed,Listed,min_offer
financialrestart.com,4999,USD-assumed,Listed,buy_now
financiert.com,4999,USD-assumed,Listed,buy_now
finanzblatt.com,4999,USD-assumed,Listed,buy_now
findinsurersonline.com,10000,USD-assumed,Listed,min_offer
fine-chocolate.com,25000,USD-assumed,Listed,buy_now
fine-chocolates.com,25000,USD-assumed,Listed,buy_now
fineartistbrushes.com,10000,USD-assumed,Listed,min_offer
fingerlessgloves.co.uk,10000,USD-assumed,Listed,min_offer
fire-equipment.com,25000,USD-assumed,Listed,buy_now
fishhook.uk,30000,USD-assumed,Listed,min_offer
fishingtackle.org.uk,10000,USD-assumed,Listed,min_offer
fishingtackleonline.uk,10000,USD-assumed,Listed,min_offer
fitness-bands.com,25000,USD-assumed,Listed,buy_now
fitness-trackers.com,25000,USD-assumed,Listed,buy_now
fitness-videos.co.uk,50000,USD-assumed,Listed,min_offer
fitted-kitchen.com,4999,USD-assumed,Listed,buy_now
fitted-wardrobes.com,4999,USD-assumed,Listed,buy_now
fivergigs.co.uk,10000,USD-assumed,Listed,min_offer
fix-boiler.com,4999,USD-assumed,Listed,buy_now
fixedinterestmortgagerates.co.uk,10000,USD-assumed,Listed,min_offer
fixedmortgagerates.co.uk,10000,USD-assumed,Listed,min_offer
fixedtermloan.com,30000,USD-assumed,Listed,min_offer
fixedtermloans.com,30000,USD-assumed,Listed,min_offer
fixedtermmortgages.com,30000,USD-assumed,Listed,min_offer
flat-for-rent.co.uk,50000,USD-assumed,Listed,min_offer
flat-search.com,10000,USD-assumed,Listed,min_offer
flatprices.co.uk,50000,USD-assumed,Listed,min_offer
fleetfinancing.co.uk,10000,USD-assumed,Listed,min_offer
flights.vin,10000,USD-assumed,Listed,min_offer
flood-door.com,4999,USD-assumed,Listed,buy_now
floorchemicals.com,10000,USD-assumed,Listed,min_offer
flooring-tiles.com,4999,USD-assumed,Listed,buy_now
floorprinting.com,10000,USD-assumed,Listed,min_offer
floristsmanchester.co.uk,50000,USD-assumed,Listed,min_offer
flubbert.co.uk,10000,USD-assumed,Listed,min_offer
flubbert.com,30000,USD-assumed,Listed,min_offer
flyers.uk,10000,USD-assumed,Listed,min_offer
foldingtrikes.com,4999,USD-assumed,Listed,buy_now
food-bowls.com,25000,USD-assumed,Listed,buy_now
foodandwinehampers.com,30000,USD-assumed,Listed,min_offer
foodgrills.com,10000,USD-assumed,Listed,min_offer
foodsealers.com,10000,USD-assumed,Listed,min_offer
footballscotland.com,50000,USD-assumed,Listed,min_offer
forblokes.co.uk,10000,USD-assumed,Listed,min_offer
forklaring.com,4999,USD-assumed,Listed,buy_now
foundationalmodel.com,25000,USD-assumed,Listed,buy_now
foundationalmodels.com,25000,USD-assumed,Listed,buy_now
free-credit-report-check.com,25000,USD-assumed,Listed,buy_now
free.me.uk,50000,USD-assumed,Listed,min_offer
freelanceuxdesigner.com,4999,USD-assumed,Listed,buy_now
freetrial.uk,30000,USD-assumed,Listed,min_offer
freshlook.uk,10000,USD-assumed,Listed,min_offer
fridge-magnets.co.uk,10000,USD-assumed,Listed,min_offer
frosted-window.com,4999,USD-assumed,Listed,buy_now
fullserviceagency.uk,50000,USD-assumed,Listed,min_offer
fundamentallyai.com,4999,USD-assumed,Listed,buy_now
funicolare.com,4999,USD-assumed,Listed,buy_now
ga85.com,30000,USD-assumed,Listed,min_offer
gadgetti.com,12000,USD-assumed,Listed,min_offer
galerieprivee.com,10000,USD-assumed,Listed,min_offer
gamedesign.uk,10000,USD-assumed,Listed,min_offer
gamesdesign.co.uk,50000,USD-assumed,Listed,min_offer
gamesdesign.uk,10000,USD-assumed,Listed,min_offer
gapanalysis.uk,10000,USD-assumed,Listed,min_offer
garden-furniture.uk,10000,USD-assumed,Listed,min_offer
garden-tools.uk,10000,USD-assumed,Listed,min_offer
gardenhandtools.com,25000,USD-assumed,Listed,buy_now
gardening-supplies.co.uk,50000,USD-assumed,Listed,min_offer
gardening-tools.net,30000,USD-assumed,Listed,min_offer
gardeningequipment.uk,50000,USD-assumed,Listed,min_offer
gardentools.co.uk,50000,USD-assumed,Listed,min_offer
gardentractor.uk,10000,USD-assumed,Listed,min_offer
gaswholesalers.com,25000,USD-assumed,Listed,buy_now
gebouwd.com,4999,USD-assumed,Listed,buy_now
geld-investeren.com,4999,USD-assumed,Listed,buy_now
geldexperten.com,10000,USD-assumed,Listed,min_offer
geldinvestieren.com,12000,USD-assumed,Listed,min_offer
generativeart.co.uk,10000,USD-assumed,Listed,min_offer
generativeart.uk,10000,USD-assumed,Listed,min_offer
genitalbeads.com,4999,USD-assumed,Listed,buy_now
geometrichomes.com,4999,USD-assumed,Listed,buy_now
giftcatalogues.com,10000,USD-assumed,Listed,min_offer
giftfinder.uk,10000,USD-assumed,Listed,min_offer
gifthamper.net,30000,USD-assumed,Listed,min_offer
giftscardspresents.com,10000,USD-assumed,Listed,min_offer
giftxmas.com,10000,USD-assumed,Listed,min_offer
girlsholidays.co.uk,10000,USD-assumed,Listed,min_offer
girlsholidays.com,10000,USD-assumed,Listed,min_offer
girly.co.uk,10000,USD-assumed,Listed,min_offer
gjerder.com,4999,USD-assumed,Listed,buy_now
glass-roofs.com,4999,USD-assumed,Listed,buy_now
glassporches.uk,10000,USD-assumed,Listed,min_offer
glazingfilms.com,4999,USD-assumed,Listed,buy_now
glijbanen.com,4999,USD-assumed,Listed,buy_now
glop.co.uk,50000,USD-assumed,Listed,min_offer
gluestore.com,12000,USD-assumed,Listed,min_offer
goldbrocade.com,10000,USD-assumed,Listed,min_offer
goldmines.co.uk,50000,USD-assumed,Listed,min_offer
goldpaint.co.uk,50000,USD-assumed,Listed,min_offer
goldwerte.com,12000,USD-assumed,Listed,min_offer
golfsimhire.com,25000,USD-assumed,Listed,buy_now
goodsvehicles.com,25000,USD-assumed,Listed,buy_now
gootsteen.com,10000,USD-assumed,Listed,min_offer
gourmet-chocolates.com,4999,USD-assumed,Listed,buy_now
gourmethampers.net,30000,USD-assumed,Listed,min_offer
grand-pianos.com,4999,USD-assumed,Listed,buy_now
grannyannexes.com,25000,USD-assumed,Listed,buy_now
grass-mats.com,25000,USD-assumed,Listed,buy_now
grass-matting.com,4999,USD-assumed,Listed,buy_now
grass-protection-mats.com,4999,USD-assumed,Listed,buy_now
grassparkingmats.com,4999,USD-assumed,Listed,buy_now
graveldrives.com,25000,USD-assumed,Listed,buy_now
greatgiftsforcats.com,10000,USD-assumed,Listed,min_offer
greatgiftsfordogs.com,10000,USD-assumed,Listed,min_offer
greenpowerjuicers.com,10000,USD-assumed,Listed,min_offer
grit-spreaders.com,20000,USD-assumed,Listed,min_offer
ground-mesh.com,4999,USD-assumed,Listed,buy_now
ground-protection-mats.com,25000,USD-assumed,Listed,buy_now
guaranteed.co.uk,10000,USD-assumed,Listed,min_offer
guilhon.com,4999,USD-assumed,Listed,buy_now
guldringar.com,15000,USD-assumed,Listed,min_offer
guyropes.com,25000,USD-assumed,Listed,buy_now
gymproteins.com,10000,USD-assumed,Listed,min_offer
gynasyke.com,10000,USD-assumed,Listed,min_offer
hacks.co.uk,50000,USD-assumed,Listed,min_offer
hair-supplies-online.com,4999,USD-assumed,Listed,buy_now
hair-supplies.com,25000,USD-assumed,Listed,buy_now
hairsuppliesonline.com,25000,USD-assumed,Listed,buy_now
halskettingen.com,4999,USD-assumed,Listed,buy_now
handlinghazards.com,30000,USD-assumed,Listed,min_offer
handtackers.uk,10000,USD-assumed,Listed,min_offer
harnessing-ai.com,4999,USD-assumed,Listed,buy_now
hcare.co.uk,100000,USD-assumed,Listed,min_offer
hcare.uk,10000,USD-assumed,Listed,min_offer
hdg8.com,50000,USD-assumed,Listed,min_offer
health-monitors.com,25000,USD-assumed,Listed,buy_now
healthcare.uk,120000,USD-assumed,Listed,min_offer
healthcareaward.co.uk,10000,USD-assumed,Listed,min_offer
healthcareaward.uk,10000,USD-assumed,Listed,min_offer
healthcareawards.uk,10000,USD-assumed,Listed,min_offer
healthcarecover.uk,10000,USD-assumed,Listed,min_offer
healthcheck.uk,50000,USD-assumed,Listed,min_offer
healthcheckup.uk,10000,USD-assumed,Listed,min_offer
healthcheckups.co.uk,50000,USD-assumed,Listed,min_offer
healthclinics.uk,10000,USD-assumed,Listed,min_offer
healthinsurancedeal.co.uk,30000,USD-assumed,Listed,min_offer
healthinsurancedeal.uk,10000,USD-assumed,Listed,min_offer
healthinsurancedeals.uk,30000,USD-assumed,Listed,min_offer
healthinsurancequote.uk,50000,USD-assumed,Listed,min_offer
healthinsurancerate.co.uk,30000,USD-assumed,Listed,min_offer
healthinsurancerate.uk,30000,USD-assumed,Listed,min_offer
healthinsurancerates.co.uk,30000,USD-assumed,Listed,min_offer
healthinsurancerates.uk,10000,USD-assumed,Listed,min_offer
healthmail.uk,30000,USD-assumed,Listed,min_offer
healthscare.co.uk,10000,USD-assumed,Listed,min_offer
healthscare.uk,20000,USD-assumed,Listed,min_offer
healthsystem.uk,10000,USD-assumed,Listed,min_offer
heartonline.co.uk,10000,USD-assumed,Listed,min_offer
heartratesensor.com,25000,USD-assumed,Listed,buy_now
heat-presses.com,25000,USD-assumed,Listed,buy_now
heat-sealer.com,4999,USD-assumed,Listed,buy_now
heavydutyparkingmats.com,4999,USD-assumed,Listed,buy_now
heavydutyturfmesh.com,4999,USD-assumed,Listed,buy_now
hedge-cutters.com,25000,USD-assumed,Listed,buy_now
helperbean.com,25000,USD-assumed,Listed,buy_now
helperbeans.com,25000,USD-assumed,Listed,buy_now
hesjes.com,19900,USD-assumed,Listed,buy_now
high-tech-gadgets.com,4999,USD-assumed,Listed,buy_now
highestinterest.co.uk,10000,USD-assumed,Listed,min_offer
highestrate.co.uk,10000,USD-assumed,Listed,min_offer
highestsavingsrate.co.uk,10000,USD-assumed,Listed,min_offer
hingedkneebraces.com,12000,USD-assumed,Listed,min_offer
hmuu.com,10000,USD-assumed,Listed,min_offer
hoeinvestereninvastgoed.com,12000,USD-assumed,Listed,min_offer
hoistingmachinery.com,25000,USD-assumed,Listed,buy_now
holiday-hire.com,10000,USD-assumed,Listed,min_offer
holiday-let-cornwall.co.uk,10000,USD-assumed,Listed,min_offer
holiday-lets-cornwall.co.uk,10000,USD-assumed,Listed,min_offer
holidaybeachhouse.com,10000,USD-assumed,Listed,min_offer
holidayletcornwall.co.uk,10000,USD-assumed,Listed,min_offer
holidayletsincornwall.co.uk,10000,USD-assumed,Listed,min_offer
holidayletsinscotland.com,10000,USD-assumed,Listed,min_offer
holidayletsinwales.com,10000,USD-assumed,Listed,min_offer
holidayletspadstow.co.uk,10000,USD-assumed,Listed,min_offer
holidayresorts.uk,50000,USD-assumed,Listed,min_offer
holidaytime.com,100000,USD-assumed,Listed,min_offer
holidayworld.co.uk,10000,USD-assumed,Listed,min_offer
holybibles.co.uk,50000,USD-assumed,Listed,min_offer
holzgreifer.com,4999,USD-assumed,Listed,buy_now
home-gym.uk,10000,USD-assumed,Listed,min_offer
homecleanerservices.com,10000,USD-assumed,Listed,min_offer
homegadgets.uk,20000,USD-assumed,Listed,min_offer
homegarden.uk,50000,USD-assumed,Listed,min_offer
horizon-agency.com,4999,USD-assumed,Listed,buy_now
horsebets.co.uk,10000,USD-assumed,Listed,min_offer
hospitalsupplies.uk,10000,USD-assumed,Listed,min_offer
hotelclearance.com,20000,USD-assumed,Listed,buy_now
hottubsupplier.com,4999,USD-assumed,Listed,buy_now
house-extension.com,30000,USD-assumed,Listed,buy_now
householdgadgets.uk,10000,USD-assumed,Listed,min_offer
howtosellhouse.com,10000,USD-assumed,Listed,min_offer
hstg.uk,10000,USD-assumed,Listed,min_offer
humanplusagent.com,4999,USD-assumed,Listed,buy_now
hydrogensensors.com,25000,USD-assumed,Listed,buy_now
hydrographicsurveying.com,4999,USD-assumed,Listed,buy_now
hypokrates.com,250000,USD-assumed,Listed,min_offer
ianstirling.com,4999,USD-assumed,Listed,buy_now
ibio.co.uk,10000,USD-assumed,Listed,min_offer
icelandcarhire.com,25000,USD-assumed,Listed,buy_now
idea.uk,125000,USD-assumed,Listed,buy_now
ideal-property-mallorca.com,4999,USD-assumed,Listed,buy_now
ideationer.com,10000,USD-assumed,Listed,min_offer
identicards.co.uk,10000,USD-assumed,Listed,min_offer
ijih.com,10000,USD-assumed,Listed,min_offer
ijsklontjes.com,4999,USD-assumed,Listed,buy_now
ileeds.co.uk,10000,USD-assumed,Listed,min_offer
illustrateurs.com,25000,USD-assumed,Listed,buy_now
imagedirectory.co.uk,10000,USD-assumed,Listed,min_offer
imagedirectory.uk,10000,USD-assumed,Listed,min_offer
impedes.com,4999,USD-assumed,Listed,buy_now
impishly.com,4999,USD-assumed,Listed,buy_now
implications.co.uk,10000,USD-assumed,Listed,min_offer
impostered.com,10000,USD-assumed,Listed,min_offer
incapacitation.co.uk,50000,USD-assumed,Listed,min_offer
indemnitycover.co.uk,30000,USD-assumed,Listed,min_offer
indoorgolftraining.com,10000,USD-assumed,Listed,min_offer
indoorplanters.co.uk,50000,USD-assumed,Listed,min_offer
industrial-racking.com,4999,USD-assumed,Listed,buy_now
industrialdishwashers.uk,10000,USD-assumed,Listed,min_offer
industrialrobots.uk,10000,USD-assumed,Listed,min_offer
industrialsewingholland.com,20000,USD-assumed,Listed,buy_now
industrialtools.uk,10000,USD-assumed,Listed,min_offer
industrytools.co.uk,50000,USD-assumed,Listed,min_offer
industrytools.uk,10000,USD-assumed,Listed,min_offer
indywrestlingtickets.com,10000,USD-assumed,Listed,min_offer
infozuil.com,4999,USD-assumed,Listed,buy_now
inj.uk,50000,USD-assumed,Listed,min_offer
injuryprotectors.com,10000,USD-assumed,Listed,min_offer
injurysolicitors.uk,100000,USD-assumed,Listed,min_offer
inseticidas.com,12000,USD-assumed,Listed,min_offer
inshalla.co.uk,10000,USD-assumed,Listed,min_offer
inspectioncameras.uk,30000,USD-assumed,Listed,min_offer
instant-site.com,25000,USD-assumed,Listed,buy_now
instant-website.com,25000,USD-assumed,Listed,buy_now
instanthomeequityloan.com,25000,USD-assumed,Listed,buy_now
instintivo.com,10000,USD-assumed,Listed,min_offer
insulatedconservatoryroofs.com,4999,USD-assumed,Listed,buy_now
insuranceapp.uk,10000,USD-assumed,Listed,min_offer
insurancedomain.co.uk,10000,USD-assumed,Listed,min_offer
insurebythemile.com,10000,USD-assumed,Listed,min_offer
interactivebrochure.co.uk,10000,USD-assumed,Listed,min_offer
interactivebrochure.uk,10000,USD-assumed,Listed,min_offer
interactivebrochures.co.uk,10000,USD-assumed,Listed,min_offer
interactivebrochures.uk,10000,USD-assumed,Listed,min_offer
interactivevideos.uk,10000,USD-assumed,Listed,min_offer
interestonlyrepayment.com,30000,USD-assumed,Listed,min_offer
interestonlytermmortgage.com,30000,USD-assumed,Listed,min_offer
interestrates.co.uk,10000,USD-assumed,Listed,min_offer
interestratesuk.com,10000,USD-assumed,Listed,min_offer
internetjobs.co.uk,10000,USD-assumed,Listed,min_offer
internetmusicshop.co.uk,10000,USD-assumed,Listed,min_offer
investeren-vastgoed.com,4999,USD-assumed,Listed,buy_now
investerenvastgoed.com,4999,USD-assumed,Listed,buy_now
investmentloan.uk,10000,USD-assumed,Listed,min_offer
investmentloans.uk,10000,USD-assumed,Listed,min_offer
investmentsapp.co.uk,10000,USD-assumed,Listed,min_offer
investmentsapp.uk,10000,USD-assumed,Listed,min_offer
ipry.com,10000,USD-assumed,Listed,min_offer
irrcalculator.com,10000,USD-assumed,Listed,min_offer
iskold.com,4999,USD-assumed,Listed,buy_now
istep.co.uk,10000,USD-assumed,Listed,min_offer
itenerife.com,10000,USD-assumed,Listed,min_offer
ivalentines.co.uk,10000,USD-assumed,Listed,min_offer
japanesestore.uk,10000,USD-assumed,Listed,min_offer
jebr.com,10000,USD-assumed,Listed,min_offer
jet-hire.com,25000,USD-assumed,Listed,buy_now
jethire.co.uk,30000,USD-assumed,Listed,min_offer
jewellerydesigners.co.uk,10000,USD-assumed,Listed,min_offer
jewellerydesigners.uk,10000,USD-assumed,Listed,min_offer
jewellerydisplays.co.uk,10000,USD-assumed,Listed,min_offer
jobinfinance.co.uk,10000,USD-assumed,Listed,min_offer
jobsaccountancy.com,10000,USD-assumed,Listed,min_offer
jobsfinance.com,10000,USD-assumed,Listed,min_offer
jointaccount.co.uk,50000,USD-assumed,Listed,min_offer
kafkacourse.com,10000,USD-assumed,Listed,min_offer
kandidater.com,25000,USD-assumed,Listed,buy_now
kapoor.uk,50000,USD-assumed,Listed,min_offer
kaptajn.com,10000,USD-assumed,Listed,min_offer
kartsupplies.com,25000,USD-assumed,Listed,buy_now
kathyappleby.com,30000,USD-assumed,Listed,min_offer
kaufenkinderwagen.com,4999,USD-assumed,Listed,buy_now
kauftein.com,12000,USD-assumed,Listed,min_offer
kenyasafari.uk,10000,USD-assumed,Listed,min_offer
keukenmes.com,12000,USD-assumed,Listed,min_offer
keyworkerinsurance.uk,30000,USD-assumed,Listed,min_offer
ki2.co.uk,50000,USD-assumed,Listed,min_offer
kilocars.com,4999,USD-assumed,Listed,buy_now
kioskhire.com,30000,USD-assumed,Listed,buy_now
kitchengardendirect.com,10000,USD-assumed,Listed,min_offer
kitchensep.com,10000,USD-assumed,Listed,min_offer
knesten.com,10000,USD-assumed,Listed,min_offer
kodierer.com,25000,USD-assumed,Listed,buy_now
kogj.com,10000,USD-assumed,Listed,min_offer
komunikatif.com,25000,USD-assumed,Listed,buy_now
kongelige.com,20000,USD-assumed,Listed,min_offer
konichiwa.co.uk,50000,USD-assumed,Listed,min_offer
koplampen.com,25000,USD-assumed,Listed,buy_now
kopz.com,10000,USD-assumed,Listed,min_offer
kotaete.com,12000,USD-assumed,Listed,min_offer
kredietdesk.com,30000,USD-assumed,Listed,buy_now
kruste.com,25000,USD-assumed,Listed,buy_now
kvetinac.com,12000,USD-assumed,Listed,min_offer
kzlu.com,10000,USD-assumed,Listed,min_offer
ladiesbeautytips.com,12000,USD-assumed,Listed,min_offer
lambing.co.uk,10000,USD-assumed,Listed,min_offer
laminazo.com,4999,USD-assumed,Listed,buy_now
lamobilite.com,12000,USD-assumed,Listed,buy_now
lampenkap.com,25000,USD-assumed,Listed,buy_now
lampusolar.com,10000,USD-assumed,Listed,min_offer
landingpagedesigns.co.uk,50000,USD-assumed,Listed,min_offer
landingpagedesigns.uk,10000,USD-assumed,Listed,min_offer
landingpages.uk,10000,USD-assumed,Listed,min_offer
landlordinsurancedeal.co.uk,10000,USD-assumed,Listed,min_offer
landlordinsurancedeal.uk,10000,USD-assumed,Listed,min_offer
landlordinsurancedeals.co.uk,10000,USD-assumed,Listed,min_offer
landlordinsurancedeals.uk,10000,USD-assumed,Listed,min_offer
landlordinsurancequotes.uk,10000,USD-assumed,Listed,min_offer
landlordinsurancerate.co.uk,10000,USD-assumed,Listed,min_offer
landlordinsurancerate.uk,10000,USD-assumed,Listed,min_offer
landlordinsurancerates.co.uk,10000,USD-assumed,Listed,min_offer
landlordinsurancerates.uk,10000,USD-assumed,Listed,min_offer
langhanteln.com,4999,USD-assumed,Listed,buy_now
laptoptas.com,4999,USD-assumed,Listed,buy_now
laserbatteries.com,10000,USD-assumed,Listed,min_offer
lasislasmaldivas.com,25000,USD-assumed,Listed,buy_now
latestproperty.co.uk,10000,USD-assumed,Listed,min_offer
launchmyventure.com,4999,USD-assumed,Listed,buy_now
le-site.com,10000,USD-assumed,Listed,min_offer
leafletdistribution.uk,10000,USD-assumed,Listed,min_offer
leafplows.com,30000,USD-assumed,Listed,buy_now
learnerbike.com,10000,USD-assumed,Listed,min_offer
leaseracks.com,4999,USD-assumed,Listed,buy_now
leasingvehicles.com,10000,USD-assumed,Listed,min_offer
leddisplayscreens.com,4999,USD-assumed,Listed,buy_now
ledernes.com,10000,USD-assumed,Listed,min_offer
ledpanelen.com,30000,USD-assumed,Listed,buy_now
legaldomain.co.uk,50000,USD-assumed,Listed,min_offer
lekkerder.com,12000,USD-assumed,Listed,min_offer
leleganza.com,4999,USD-assumed,Listed,buy_now
leopardconsulting.co.uk,10000,USD-assumed,Listed,min_offer
leopardess.co.uk,10000,USD-assumed,Listed,min_offer
leopardess.uk,10000,USD-assumed,Listed,min_offer
leopardessconsulting.com,20000,USD-assumed,Listed,min_offer
leopardessdesign.co.uk,10000,USD-assumed,Listed,min_offer
leopardessdesign.uk,10000,USD-assumed,Listed,min_offer
lescalet.com,12000,USD-assumed,Listed,min_offer
lifeinsurancedeal.uk,10000,USD-assumed,Listed,min_offer
lifeinsurancerate.co.uk,10000,USD-assumed,Listed,min_offer
lifeinsurancerate.uk,10000,USD-assumed,Listed,min_offer
lifelearning.co.uk,10000,USD-assumed,Listed,min_offer
liftingbeams.com,4999,USD-assumed,Listed,buy_now
lincolnshireproperties.com,10000,USD-assumed,Listed,min_offer
linkbuild.uk,10000,USD-assumed,Listed,min_offer
linkbuilder.uk,10000,USD-assumed,Listed,min_offer
linkchecker.uk,10000,USD-assumed,Listed,min_offer
linkchecking.co.uk,10000,USD-assumed,Listed,min_offer
linkchecking.uk,10000,USD-assumed,Listed,min_offer
lipprotection.com,25000,USD-assumed,Listed,buy_now
littlehelpers.ai,4999,USD-assumed,Listed,buy_now
livecoverage.co.uk,10000,USD-assumed,Listed,min_offer
lnvv.com,50000,USD-assumed,Listed,min_offer
lo-g.com,10000,USD-assumed,Listed,min_offer
loanandmortgagecalculator.co.uk,10000,USD-assumed,Listed,min_offer
loancomparisontables.com,30000,USD-assumed,Listed,min_offer
loanmanagement.co.uk,10000,USD-assumed,Listed,min_offer
loanrepayment.uk,10000,USD-assumed,Listed,min_offer
lodgeswithhottubs.club,4999,USD-assumed,Listed,buy_now
logistics-systems.com,4999,USD-assumed,Listed,buy_now
londonlocal.co.uk,10000,USD-assumed,Listed,min_offer
longtermloan.co.uk,50000,USD-assumed,Listed,min_offer
longtermloan.uk,10000,USD-assumed,Listed,min_offer
lowerrepayments.com,25000,USD-assumed,Listed,buy_now
luchow.com,4999,USD-assumed,Listed,buy_now
luchthaventaxi.com,4999,USD-assumed,Listed,buy_now
lutonparking.co.uk,20000,USD-assumed,Listed,min_offer
luxury-lodges-with-hot-tubs.com,4999,USD-assumed,Listed,buy_now
luxurygifthampers.co.uk,10000,USD-assumed,Listed,min_offer
luxuryleisureparks.com,12000,USD-assumed,Listed,min_offer
luxurylodgeswithhottubs.com,4999,USD-assumed,Listed,buy_now
luxurymensclothing.com,10000,USD-assumed,Listed,min_offer
lvqf.com,10000,USD-assumed,Listed,min_offer
lvrcalculator.com,10000,USD-assumed,Listed,min_offer
m-se.com,12000,USD-assumed,Listed,min_offer
machinerycovers.com,10000,USD-assumed,Listed,min_offer
mailix.uk,10000,USD-assumed,Listed,min_offer
makeitaquote.com,4999,USD-assumed,Listed,buy_now
makeupdesign.uk,10000,USD-assumed,Listed,min_offer
makeupdesigner.uk,10000,USD-assumed,Listed,min_offer
makeupdesigners.co.uk,10000,USD-assumed,Listed,min_offer
makeupdesigners.uk,10000,USD-assumed,Listed,min_offer
makeupdesigns.uk,10000,USD-assumed,Listed,min_offer
malagahomerentals.com,12000,USD-assumed,Listed,min_offer
managed-print.com,4999,USD-assumed,Listed,buy_now
manvan.uk,50000,USD-assumed,Listed,min_offer
mapledesks.com,4999,USD-assumed,Listed,buy_now
marineinsurancequote.com,10000,USD-assumed,Listed,min_offer
marketing-plans.uk,10000,USD-assumed,Listed,min_offer
marketinganalytics.uk,10000,USD-assumed,Listed,min_offer
marketingaudit.uk,10000,USD-assumed,Listed,min_offer
marketingcopy.co.uk,10000,USD-assumed,Listed,min_offer
marketingcopy.uk,10000,USD-assumed,Listed,min_offer
materials-handling.com,4999,USD-assumed,Listed,buy_now
mathscalculator.co.uk,10000,USD-assumed,Listed,min_offer
medicalclinic.uk,10000,USD-assumed,Listed,min_offer
medicam.uk,10000,USD-assumed,Listed,min_offer
mediccover.com,12000,USD-assumed,Listed,min_offer
meetfemales.co.uk,10000,USD-assumed,Listed,min_offer
memecreator.co.uk,18000,USD-assumed,Listed,buy_now
memecreator.uk,10000,USD-assumed,Listed,min_offer
memegenerator.uk,50000,USD-assumed,Listed,min_offer
mensactive.com,12000,USD-assumed,Listed,min_offer
menslifeinsurance.com,10000,USD-assumed,Listed,min_offer
mensneckties.com,25000,USD-assumed,Listed,buy_now
mentalseduction.com,10000,USD-assumed,Listed,min_offer
metalprefabbuildings.com,10000,USD-assumed,Listed,min_offer
metalprimer.com,10000,USD-assumed,Listed,min_offer
metalramp.com,10000,USD-assumed,Listed,min_offer
microsite.uk,50000,USD-assumed,Listed,min_offer
midi-keyboards.com,4999,USD-assumed,Listed,buy_now
mielas.com,10000,USD-assumed,Listed,min_offer
mieleonline.com,12000,USD-assumed,Listed,min_offer
mietswohnungen.com,10000,USD-assumed,Listed,min_offer
miniatuurtje.com,12000,USD-assumed,Listed,min_offer
minibusleasing.com,4999,USD-assumed,Listed,buy_now
minifridgefreezer.com,10000,USD-assumed,Listed,min_offer
minihelpers.com,4999,USD-assumed,Listed,buy_now
minisitemaker.co.uk,10000,USD-assumed,Listed,min_offer
minisitemaker.uk,10000,USD-assumed,Listed,min_offer
mintgraphics.uk,10000,USD-assumed,Listed,min_offer
mixer-tap.com,4999,USD-assumed,Listed,buy_now
mixer-taps.com,4999,USD-assumed,Listed,buy_now
modernlandscapedesigners.com,12000,USD-assumed,Listed,min_offer
moleculair.com,12000,USD-assumed,Listed,min_offer
monitorizare.com,10000,USD-assumed,Listed,min_offer
monologuer.com,12000,USD-assumed,Listed,min_offer
moodboards.uk,10000,USD-assumed,Listed,min_offer
moorhen.uk,10000,USD-assumed,Listed,min_offer
moorhens.com,4999,USD-assumed,Listed,buy_now
morale.uk,10000,USD-assumed,Listed,min_offer
mortgage-calculatoruk.com,30000,USD-assumed,Listed,min_offer
mortgage-refinance.co.uk,10000,USD-assumed,Listed,min_offer
mortgagecalculator.co.uk,100000,USD-assumed,Listed,min_offer
mortgageinterestcalculator.co.uk,10000,USD-assumed,Listed,min_offer
mortgagescalculators.com,10000,USD-assumed,Listed,min_offer
mosquitobracelets.com,10000,USD-assumed,Listed,min_offer
motorizedlifts.com,10000,USD-assumed,Listed,min_offer
mountaintricycle.com,25000,USD-assumed,Listed,buy_now
mountaintricycles.com,25000,USD-assumed,Listed,buy_now
mowersguide.com,10000,USD-assumed,Listed,min_offer
mriscans.uk,10000,USD-assumed,Listed,min_offer
muscleenhancement.co.uk,10000,USD-assumed,Listed,min_offer
muscletoner.uk,10000,USD-assumed,Listed,min_offer
mutsjes.com,12000,USD-assumed,Listed,min_offer
my-logistic.com,4999,USD-assumed,Listed,buy_now
myhealthblog.uk,10000,USD-assumed,Listed,min_offer
myhealthcareblog.uk,10000,USD-assumed,Listed,min_offer
myhealthcarediary.uk,10000,USD-assumed,Listed,min_offer
myhealthdiary.uk,10000,USD-assumed,Listed,min_offer
mywork.cv,12000,USD-assumed,Listed,min_offer
myxology.com,4999,USD-assumed,Listed,buy_now
nachtvracht.com,12000,USD-assumed,Listed,min_offer
nanangmrk.com,4999,USD-assumed,Listed,buy_now
nationalgridenergy.com,4999,USD-assumed,Listed,buy_now
nattlampa.com,30000,USD-assumed,Listed,buy_now
naturalistic.uk,10000,USD-assumed,Listed,min_offer
negociado.com,12000,USD-assumed,Listed,min_offer
netfares.co.uk,50000,USD-assumed,Listed,min_offer
netproperty.co.uk,25000,USD-assumed,Listed,min_offer
networkarchitecture.uk,10000,USD-assumed,Listed,min_offer
netzstecker.com,4999,USD-assumed,Listed,buy_now
neuralnets.co.uk,10000,USD-assumed,Listed,min_offer
noted.co.uk,50000,USD-assumed,Listed,min_offer
notizias.com,10000,USD-assumed,Listed,min_offer
notuleren.com,30000,USD-assumed,Listed,buy_now
