Domain,Buy Now Price,Floor Price,Min Offer,Lease to Own,Max Lease Period,Sale Lander,Show Buy Now Option,Show Lease to Own Option,Show Make Offer Option,Hidden,TLD,Date Added (UTC),Listing Status,Fast Transfer,Views,Leads,30-day Unique Searches,90-day Unique Searches,365-day Unique Searches,30-day Total Searches,90-day Total Searches,365-day Total Searches,GoDaddy NS
diningtableandchairs.uk,0,0,10000,N,-,Custom Lander,N,N,Y,N,uk,Sat Oct 26 2024,Listed,TLD Not Eligible,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
discountmailing.com,0,0,10000,N,-,Request Price,Y,Y,N,N,com,Mon Dec 29 2025,Listed,Pending Review,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,N
distinguida.com,4999,4300,2500,N,-,Request Price,Y,Y,N,N,com,Wed Feb 18 2026,Listed,Opt-in Required,2,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
dividends.co.uk,0,0,50000,N,-,Custom Lander,N,N,Y,N,co.uk,Sat Oct 26 2024,Listed,TLD Not Eligible,3,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
dmns.uk,0,0,30000,N,-,Custom Lander,N,N,Y,N,uk,Sat Oct 26 2024,Listed,TLD Not Eligible,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
dog-blanket.com,25000,25000,12000,N,-,Request Price,Y,Y,N,N,com,Tue Dec 09 2025,Listed,Opt-in Required,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
dog-blankets.com,25000,25000,12000,N,-,Request Price,Y,Y,N,N,com,Tue Dec 09 2025,Listed,Opt-in Required,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
dogramp.co.uk,0,0,50000,N,-,Custom Lander,N,N,Y,N,co.uk,Sat Oct 26 2024,Listed,TLD Not Eligible,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
dogramp.uk,0,0,10000,N,-,Custom Lander,N,N,Y,N,uk,Sat Oct 26 2024,Listed,TLD Not Eligible,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
dogramps.uk,0,0,10000,N,-,Custom Lander,N,N,Y,N,uk,Sat Oct 26 2024,Listed,TLD Not Eligible,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
donkeyjackets.co.uk,0,0,10000,N,-,Custom Lander,N,N,Y,N,co.uk,Sat Oct 26 2024,Listed,TLD Not Eligible,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
dorpje.com,4999,4300,2500,N,-,Request Price,Y,Y,N,N,com,Tue Dec 09 2025,Listed,Opt-in Required,1,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
dorsetlodges.com,4999,4300,2500,N,-,Request Price,Y,Y,N,N,com,Tue Dec 09 2025,Listed,Opt-in Required,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
drainclearance.com,25000,25000,12000,N,-,Request Price,Y,Y,N,N,com,Tue Dec 09 2025,Listed,Opt-in Required,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
dreamholidayvillas.com,0,0,10000,N,-,Request Price,Y,Y,N,N,com,Mon May 04 2026,Listed,Registrar Not Eligible,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
dreiraeder.com,0,0,10000,N,-,Request Price,Y,Y,N,N,com,Tue Dec 09 2025,Listed,Pending Review,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
driewielfiets.com,0,0,12000,N,-,Request Price,Y,Y,N,N,com,Tue Dec 09 2025,Listed,Pending Review,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
driveway-grids.com,4999,4300,2500,N,-,Request Price,Y,Y,N,N,com,Tue Dec 09 2025,Listed,Opt-in Required,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
drivewaygrids.com,4999,4300,2500,N,-,Request Price,Y,Y,N,N,com,Tue Dec 09 2025,Listed,Opt-in Required,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
drone-footage.com,4999,4300,2500,N,-,Request Price,Y,Y,N,N,com,Tue Dec 09 2025,Listed,Opt-in Required,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
droneroofsurvey.com,0,0,12000,N,-,Request Price,Y,Y,N,N,com,Tue Dec 09 2025,Listed,Pending Review,3,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
dryingroom.com,0,0,10000,N,-,Request Price,Y,Y,N,N,com,Wed Feb 18 2026,Listed,Pending Review,1,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
drymilling.com,0,0,10000,N,-,Request Price,Y,Y,N,N,com,Mon Dec 29 2025,Listed,Pending Review,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
dubaiwebsitedeveloper.com,4999,4300,2500,N,-,Request Price,Y,Y,N,N,com,Wed Feb 18 2026,Listed,Opt-in Required,2,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
dumptruckinsurancedeals.com,0,0,10000,N,-,Request Price,Y,Y,N,N,com,Mon May 04 2026,Listed,Pending Review,1,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
dyspeptic.com,0,0,10000,N,-,Request Price,Y,Y,N,N,com,Mon May 04 2026,Listed,Registrar Not Eligible,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
easycare.uk,0,0,50000,N,-,Custom Lander,N,N,Y,N,uk,Sat Oct 26 2024,Listed,TLD Not Eligible,1,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
easypedestal.com,0,0,12000,N,-,Request Price,Y,Y,N,N,com,Wed Feb 18 2026,Listed,Pending Review,18,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
ebarometer.com,4999,4300,2500,N,-,Request Price,Y,Y,N,N,com,Tue Dec 09 2025,Listed,Opt-in Required,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
ecoheaters.com,25000,25000,12000,N,-,Request Price,Y,Y,N,N,com,Tue Dec 09 2025,Listed,Opt-in Required,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
eetz.com,180000,0,120000,N,-,Custom Lander,Y,N,Y,N,com,Sat Oct 26 2024,Listed,Buy Now Price Too High,4,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
effectiveness.uk,25000,25000,12000,N,-,Request Price,Y,Y,N,N,uk,Tue Dec 09 2025,Listed,TLD Not Eligible,1,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
ehrung.com,0,0,10000,N,-,Request Price,Y,Y,N,N,com,Fri Dec 19 2025,Listed,Pending Review,1,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
ekcema.com,0,0,10000,N,-,Request Price,Y,Y,N,N,com,Mon Dec 29 2025,Listed,Pending Review,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
emailsecurity.uk,0,0,10000,N,-,Custom Lander,N,N,Y,N,uk,Sat Oct 26 2024,Listed,TLD Not Eligible,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,N
embrocate.com,0,0,12000,N,-,Request Price,Y,Y,N,N,com,Wed Feb 18 2026,Listed,Pending Review,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
emplacar.com,0,0,10000,N,-,Request Price,Y,Y,N,N,com,Mon May 04 2026,Listed,Pending Review,1,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
empower-group.com,4999,4300,2500,N,-,Request Price,Y,Y,N,N,com,Tue Dec 09 2025,Listed,Opt-in Required,1,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
enables.co.uk,0,0,50000,N,-,Custom Lander,N,N,Y,N,co.uk,Sat Oct 26 2024,Listed,TLD Not Eligible,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,N
energietransport.com,4999,4300,2500,N,-,Request Price,Y,Y,N,N,com,Tue Dec 09 2025,Listed,Opt-in Required,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
engine-lease.com,25000,25000,12000,N,-,Request Price,Y,Y,N,N,com,Tue Dec 09 2025,Listed,Opt-in Required,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
engineering-audit.com,0,0,10000,N,-,Request Price,Y,Y,N,N,com,Fri Dec 19 2025,Listed,Pending Review,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
enterpriseauditing.com,4999,4300,2500,N,-,Request Price,Y,Y,N,N,com,Tue Dec 09 2025,Listed,Opt-in Required,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
epdmrubberroofs.com,4999,4300,2500,N,-,Request Price,Y,Y,N,N,com,Tue Dec 09 2025,Listed,Opt-in Required,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
eqpt.co.uk,0,0,10000,N,-,Custom Lander,N,N,Y,N,co.uk,Sat Oct 26 2024,Listed,TLD Not Eligible,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
eqpt.uk,0,0,10000,N,-,Custom Lander,N,N,Y,N,uk,Sat Oct 26 2024,Listed,TLD Not Eligible,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
equitycalculator.co.uk,0,0,12000,N,-,Custom Lander,N,N,Y,N,co.uk,Sat Oct 26 2024,Listed,TLD Not Eligible,2,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
erdanker.com,4999,4300,2500,N,-,Request Price,Y,Y,N,N,com,Tue Dec 09 2025,Listed,Opt-in Required,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
espines.com,0,0,10000,N,-,Request Price,Y,Y,N,N,com,Mon May 04 2026,Listed,Registrar Not Eligible,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
evaporative-cooling.com,0,0,12000,N,-,Request Price,Y,Y,N,N,com,Tue Dec 09 2025,Listed,Pending Review,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
eventparkingmats.com,4999,4300,2500,N,-,Request Price,Y,Y,N,N,com,Tue Dec 09 2025,Listed,Opt-in Required,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
excavador.com,0,0,12000,N,-,Request Price,Y,Y,N,N,com,Tue Dec 09 2025,Listed,Pending Review,12,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
excavatorlease.com,4999,4300,2500,N,-,Request Price,Y,Y,N,N,com,Tue Dec 09 2025,Listed,Opt-in Required,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
exhibitiontablecloths.com,0,0,12000,N,-,Request Price,Y,Y,N,N,com,Tue Dec 09 2025,Listed,Pending Review,1,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
exploretobago.com,4999,4300,2500,N,-,Request Price,Y,Y,N,N,com,Wed Feb 18 2026,Listed,Opt-in Required,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
external-door.com,4999,4300,2500,N,-,Request Price,Y,Y,N,N,com,Tue Dec 09 2025,Listed,Opt-in Required,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
extraboxes.com,4999,4300,2500,N,-,Request Price,Y,Y,N,N,com,Wed Feb 18 2026,Listed,Opt-in Required,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
eyelinerbrushes.com,0,0,10000,N,-,Request Price,Y,Y,N,N,com,Mon Dec 29 2025,Listed,Pending Review,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,N
eyesight.org.uk,0,0,50000,N,-,Custom Lander,N,N,Y,N,org.uk,Sat Oct 26 2024,Listed,TLD Not Eligible,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
facaderemediation.com,4999,4300,2500,N,-,Request Price,Y,Y,N,N,com,Tue Dec 09 2025,Listed,Opt-in Required,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
fallingwaterdesignbuild.com,4999,3500,2000,N,-,Request Price,Y,Y,N,N,com,Wed Feb 18 2026,Listed,Opt-in Required,328,1,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
familyarchive.uk,0,0,10000,N,-,Custom Lander,N,N,Y,N,uk,Sat Oct 26 2024,Listed,TLD Not Eligible,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
familyestateplans.com,0,0,10000,N,-,Request Price,Y,Y,N,N,com,Mon Dec 29 2025,Listed,Pending Review,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,N
familyhealthcare.uk,0,0,50000,N,-,Custom Lander,N,N,Y,N,uk,Sat Oct 26 2024,Listed,TLD Not Eligible,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
familyhealthinsurancequote.co.uk,0,0,10000,N,-,Custom Lander,N,N,Y,N,co.uk,Sat Oct 26 2024,Listed,TLD Not Eligible,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
familyhealthinsurancequote.uk,0,0,10000,N,-,Custom Lander,N,N,Y,N,uk,Sat Oct 26 2024,Listed,TLD Not Eligible,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
farmequipmentlease.com,4999,4300,2500,N,-,Request Price,Y,Y,N,N,com,Tue Dec 09 2025,Listed,Opt-in Required,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
farmingsensor.com,0,0,10000,N,-,Request Price,Y,Y,N,N,com,Mon May 04 2026,Listed,Registrar Not Eligible,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
farmmachinery.uk,0,0,50000,N,-,Custom Lander,N,N,Y,N,uk,Sat Oct 26 2024,Listed,TLD Not Eligible,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
farmsblog.com,0,0,10000,N,-,Request Price,Y,Y,N,N,com,Tue Dec 09 2025,Listed,Pending Review,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
fastbridging.com,4999,4300,2500,N,-,Request Price,Y,Y,N,N,com,Tue Dec 09 2025,Listed,Opt-in Required,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
fatherchristmas.uk,0,0,10000,N,-,Custom Lander,N,N,Y,N,uk,Sat Oct 26 2024,Listed,TLD Not Eligible,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,N
fatz.uk,0,0,10000,N,-,Custom Lander,N,N,Y,N,uk,Sat Oct 26 2024,Listed,TLD Not Eligible,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
